city,date,pm25,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,xylene,aqi,aqi_bucket,year,month,weekday,is_weekend,season,aqi_bucket_encoded
Hyderabad,,,,-1.0696869293314009,-0.9376973755520329,-0.21462649304122455,,-0.8240199514662737,-1.3904049867494446,0.23893960582320103,-0.7533042209405557,-0.6995170062968333,-0.5004364835623467,,Moderate,,,,False,,2
Hyderabad,,,,-0.7772199017859271,-0.6210429583015366,0.4225081287772399,,-0.7317293479241258,-1.3519955983773024,0.18340095576315477,-0.6984006957966579,-0.6108485372737399,-0.3943402675818381,,Moderate,,,,False,,2
Hyderabad,,,,-0.7931726487429531,-0.5539122218444312,0.5259119444494167,,-0.6394387443819781,-1.3852837349664922,0.09906448715345531,-0.6617983457007262,-0.5176715020291331,-0.2953171326666967,,Moderate,,,,False,,2
Hyderabad,,,,-0.8410308896140306,-0.48551486771832414,0.6199154132423051,,-0.48562107181173175,-1.2623736921756379,-0.09223530749781506,-0.4696360076970841,-0.34033456398294615,-0.10434394390178128,,Moderate,,,,False,,2
Hyderabad,,,,0.14538063056206676,0.2377238212818095,2.200218171949414,,-0.05493158861504172,-1.2239643038034957,-0.5386014950174448,-0.2957748447414078,-0.08785485557820533,0.04419075847093088,,Moderate,,,,False,,2
Hyderabad,,,,-0.2268501317685361,0.014165802702959038,1.6852880595617044,,-0.11645865764314033,-0.6580659817872698,-0.11829047666178699,-0.18596779445361236,0.03237357699548077,0.25638319043194796,,Moderate,,,,False,,2
Hyderabad,2015-01-02,,,0.7755141353645869,0.2725558071793639,2.505207204033007,,0.03735901492710584,-0.7835366504696005,-0.6935611853084375,-0.24087131959751013,0.08497351624646853,0.24223702830121363,,Moderate,2015.0,1.0,Friday,False,Winter,2
Hyderabad,2015-02-02,,,-0.5379286974305398,-0.2822227318435055,1.074265512407931,,-0.5163846063257809,-1.3007830805477796,-0.22525380270335743,-0.6434971706527602,-0.3809116599765653,-0.30239021373206393,,Moderate,2015.0,2.0,Monday,False,Winter,2
Hyderabad,2015-03-02,,,-0.8623012188900651,-0.5659450896999502,0.4799546930395605,,-0.48562107181173175,-1.1445849011677354,0.31504812627585677,-0.5336901203649647,-0.42900303300603976,-0.26702480840522774,,Moderate,2015.0,3.0,Monday,False,Spring,2
Hyderabad,2015-04-02,,,2.5688687724502413,1.111690012893179,2.507557290752829,,0.8064473777783376,-0.8910829379115982,-0.6332228988234492,0.16175453145774002,0.5478529816551599,1.0414951886877117,,Moderate,2015.0,4.0,Thursday,False,Spring,2
Hyderabad,2015-05-02,,,2.5688687724502413,0.8602664055962851,2.507557290752829,,0.6526297052080915,-0.6503841041128414,-0.4727779097610938,0.09770041878985926,0.6139786195706876,1.1051529182760167,,Moderate,2015.0,5.0,Saturday,True,Spring,2
Hyderabad,2015-06-02,,,2.5688687724502413,0.5227127968072561,2.507557290752829,,-0.14722219215718962,-0.8629160531053606,-0.74155754955786,-0.18596779445361236,0.14208202171896941,0.5251602709159031,,Moderate,2015.0,6.0,Tuesday,False,Summer,2
Hyderabad,2015-07-02,,,-0.35447210742474267,-0.34238707112109973,1.0471089547566526,,-0.5471481408398302,-1.062644872640499,-0.2698218552206783,-0.46048542017310107,-0.3628773950905123,0.04419075847093088,,Moderate,2015.0,7.0,Thursday,False,Summer,2
Hyderabad,2015-08-02,,,-0.76658473714791,-0.7844366376027926,0.1572094501839778,,-0.7624928824381751,-1.1701911600824968,0.8670063151442161,-0.6068948205568284,-0.5913114169805159,-0.2599517273398605,,Moderate,2015.0,8.0,Sunday,True,Summer,2
Hyderabad,2015-09-02,,,-0.8383720984545263,-0.7477047252017351,0.18749945679501948,,-0.7624928824381751,-1.1394636493847832,0.6304528056292051,-0.6434971706527602,-0.5447228993582126,-0.3377556190589001,,Moderate,2015.0,9.0,Wednesday,False,Monsoon,2
Hyderabad,2015-10-02,,,-0.9527001183132114,-0.9864621558086093,-0.2490944315986167,,-0.854783485980323,-1.2137218002375911,0.40007025723197687,-0.6526477581767431,-0.6108485372737399,-0.42970567290867423,,Moderate,2015.0,10.0,Friday,False,Monsoon,2
Hyderabad,2015-11-02,,,,,,,,,,,,,,Moderate,2015.0,11.0,Monday,False,Monsoon,2
Hyderabad,2015-12-02,,,-0.18962705553547568,-0.11819574370774841,1.481613877177113,,0.4680484981237957,-1.6515888276800101,-2.2959540888927306,-0.7075512833206409,-0.828762571313546,-0.6772635101965276,,Moderate,2015.0,12.0,Wednesday,False,Winter,2
Hyderabad,,,,2.5688687724502413,-0.9978617148296272,2.2963106067154775,,-0.5471481408398302,-1.4851481447340613,-2.2959540888927306,-0.7716053959885216,-0.9189338957438107,-0.8116520504385052,,Moderate,,,,False,,2
Hyderabad,,,,,,,,,,,,,,,Moderate,,,,False,,2
Hyderabad,,,,0.9642883076893929,0.13702771659615168,2.3548016539643855,,-0.3318033992414853,-0.40968527031408486,1.3503982693705436,-0.0029560439739531505,0.4832301991468037,0.28467551469341695,,Moderate,,,,False,,2
Hyderabad,,,,2.5688687724502413,1.0857243506786385,2.507557290752829,,0.6526297052080915,0.612004460384893,0.3363036590148864,0.6467356702288367,2.189346800137768,0.9778374590994067,,Moderate,,,,False,,2
Hyderabad,,,,2.5688687724502413,1.550573035202367,2.507557290752829,,0.6526297052080915,0.7221113737183668,-0.41038263623684446,1.278126209383661,2.189346800137768,0.9283258916418358,,Moderate,,,,False,,2
Hyderabad,,,,1.0280992955174963,-0.23535787809043213,1.7657132495289534,,1.883171085770062,-0.35335150070160976,0.4055555560033393,-0.259172494645476,0.2878589962145637,0.25638319043194796,,Moderate,,,,False,,2
Hyderabad,,,,0.0922048073719806,-0.6995732537796596,0.6334936920679445,,0.3449943600675988,-0.1894714436471372,0.3013348793474501,-0.670948933224709,-0.38992879241959166,-0.2599517273398605,,Moderate,,,,False,,2
Hyderabad,,,,-0.8091253956999789,-0.6413088410055684,0.37550639438079586,,-0.7317293479241258,-1.024235484268357,-0.07577941118372718,-0.689250108272675,-0.4515458641136058,-0.24580556520912597,,Moderate,,,,False,,2
Hyderabad,,,,-0.6230100145346774,-0.3917851602121772,0.8611909831440513,,-0.5779116753538794,-0.832188542407647,-0.018183774084419867,-0.6160454080808114,-0.19004902326583847,-0.1609285924247191,,Moderate,,,,False,,2
Hyderabad,,,,2.5688687724502413,0.6316419163414267,2.507557290752829,,0.09888608395520444,0.22534995077199668,0.06615269452527957,0.22580864412562077,1.7786915601282718,0.7161334596808187,,Moderate,,,,False,,2
Hyderabad,,,,2.5688687724502413,0.6246755191619159,2.507557290752829,,0.25270375652545096,-0.41480652209703706,0.007185732733131885,0.22580864412562077,1.6163831761537952,1.0202759454916102,,Moderate,,,,False,,2
Hyderabad,,,,-0.2135561759710144,0.08256315682906613,1.8033146370461086,,-0.23951279569933753,-0.7400060103145061,0.2005425144236628,-0.4147324825531863,0.057922118917389055,0.1290677312553377,,Moderate,,,,False,,2
Hyderabad,,,,-0.7798786929454317,-0.2125587600483964,1.0941106891530965,,-0.45485753729768247,-1.0472811172916423,0.9451718226361329,-0.5885936455088625,-0.14045479482919296,-0.12556318709788286,,Moderate,,,,False,,2
Hyderabad,,,,-0.7027737493198069,-0.3449203064591039,0.9050592685807326,,-0.5779116753538794,-1.1548274047336402,0.6352524420541474,-0.42388307007716924,0.31791610435798534,0.022971515274829143,,Moderate,,,,False,,2
Hyderabad,,,,-0.3890363924982986,-0.5767113398864672,0.6470719708935837,,-0.7317293479241258,-0.8680373048883128,0.5954840259617684,-0.4879371827450499,0.2953732732504191,-0.10434394390178128,,Moderate,,,,False,,2
Hyderabad,,,,-0.8383720984545263,-0.9516301699110546,-0.14777958189961513,,-0.7624928824381751,-0.7092784996167927,-0.38638445411213307,-0.5519912954129307,-0.09687198802123173,-0.23165940307839156,,Moderate,,,,False,,2
Hyderabad,2015-01-03,,,-0.9606764917917244,-1.102990981356792,-0.44650171606368194,,-0.7624928824381751,-0.9909473476791674,-0.42478154551167124,-0.19511838197759532,-0.14045479482919296,-0.04775929537884332,,Moderate,2015.0,1.0,Saturday,True,Winter,2
Hyderabad,2015-02-03,,,2.5688687724502413,-0.6805739887446297,2.507557290752829,,0.3449943600675988,-1.2546918145012091,-1.3696242588788754,-0.14021485683369764,-0.2772146368817609,0.1927254608436429,,Moderate,2015.0,2.0,Tuesday,False,Winter,2
Hyderabad,2015-03-03,,,0.00712349026784275,-0.6463753116815762,0.687806807370502,,-0.7009658134100765,-1.287979951090399,-1.171467840763402,-0.4696360076970841,-0.41547733434149997,0.11492156912460319,,Moderate,2015.0,3.0,Tuesday,False,Spring,2
Hyderabad,2015-04-03,,,-1.0457578088958621,-0.6907069300966456,0.20107773562065875,,-0.8855470204943722,-0.06144014907333045,1.1488135395229686,-0.15851603188166347,-0.1329405177933376,-0.2245863220130243,,Moderate,2015.0,4.0,Friday,False,Spring,2
Hyderabad,2015-05-03,,,-0.42360067757185454,-0.486148176552825,0.7838992421365656,,-0.6702022788960273,-0.7989004058184572,0.201228176770083,-0.4330336576011522,0.00832789048074352,-0.1892209166861881,,Moderate,2015.0,5.0,Sunday,True,Spring,2
Hyderabad,2015-06-03,,,1.4295767606026464,-0.8655001684189196,0.8852140918355672,,-0.8240199514662737,-1.2086005484546387,-1.0103371893546265,-0.7167018708446238,-0.2952489017678139,-0.5075095646277139,,Moderate,2015.0,6.0,Wednesday,False,Summer,2
Hyderabad,2015-07-03,,,0.9616295165298886,-0.5691116338724552,1.1902031239191602,,-0.5779116753538794,-1.195797418997258,-0.9493132405232177,-0.42388307007716924,0.0038193242592303874,-0.2953171326666967,,Moderate,2015.0,7.0,Friday,False,Summer,2
Hyderabad,2015-08-03,,,0.004464699108338501,-0.7527711958777429,0.51128918263719,,-0.6086752098679288,-1.3007830805477796,-0.8841753176132872,-0.4879371827450499,-0.3703916721263677,-0.08312470070567955,,Moderate,2015.0,8.0,Monday,False,Summer,2
Hyderabad,2015-09-03,,,1.7725608201787015,0.0705302889735474,2.507557290752829,,0.0065954804130565385,-0.10497078922842473,-0.2307391014747199,-0.32322660731335673,-0.26970035984590557,-0.12556318709788286,,Moderate,2015.0,9.0,Thursday,False,Monsoon,2
Hyderabad,2015-10-03,,,1.323225114222474,-0.12326221438375647,2.0665243496661954,,0.0065954804130565385,-0.7297635067486017,-0.7059031075440033,-0.2774736696934419,0.9926981821777987,0.2493101093665807,,Moderate,2015.0,10.0,Saturday,True,Monsoon,2
Hyderabad,2015-11-03,,,1.1690152269712244,0.15476036396217932,2.4655168505426763,,-0.20874926118528822,-0.8910829379115982,-0.2382813872853434,-0.24087131959751013,1.0648352417220104,0.3907717306739256,,Moderate,2015.0,11.0,Tuesday,False,Monsoon,2
Hyderabad,2015-12-03,,,0.13208667476454505,-0.1910262596753627,1.4868362921100517,,-0.39333046826958384,-0.8936435638030743,0.007871395079552071,-0.42388307007716924,-0.11490625290728466,0.06541000166703262,,Moderate,2015.0,12.0,Thursday,False,Winter,2
Hyderabad,,,,-0.0008528832106699967,-0.2841226583470085,1.282117626738873,,-0.39333046826958384,-1.057523620857547,0.26156646325507155,-0.4147324825531863,0.06844210676758664,0.08662924486313421,,Moderate,,,,False,,2
Hyderabad,,,,-0.22419134060903162,-0.7255389159942003,0.46637641421392084,,-0.7624928824381751,-1.1112967645785459,0.23002599531973666,-0.5336901203649647,-0.534202911508015,-0.40141334864720535,,Moderate,,,,False,,2
Hyderabad,,,,-0.7639259459884057,-1.075125392638748,-0.3222082406597519,,-0.7932564169522244,-1.3571168501602546,-0.16011587979342662,-0.6434971706527602,-0.5883057061661738,-0.37312102438573636,,Moderate,,,,False,,2
Hyderabad,,,,-0.44221221568838476,-0.9503635522420527,0.00993734907511965,,-0.8240199514662737,-1.1573880306251163,-0.30067666080959277,-0.6068948205568284,-0.4305058884132108,-0.38726718651647085,,Moderate,,,,False,,2
